Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,,,,,,,,
S-0065,2025-08-13,I-0065,B-2025-087,Freeform,Baculites compressus,A,Coated,Blue/Green,1,Retail Collector,Sarah Garcia,United States,Los Angeles,Wholesale,Referral,1155,0,330,0,Wire,COA-000164,2025-05-26 00:00:00,N,,C:\Permits\EXP-4770.pdf,90,32,103.8,,,,,,,,
S-0066,2025-05-06,I-0066,B-2025-072,Freeform,Baculites compressus,A,Polished,Rainbow,4,Museum,Earth Arts Gallery,United Kingdom,Edinburgh,Online,Trade Show,507,100,419,0,Square,COA-000165,2025-09-14 00:00:00,N,,C:\Permits\EXP-3815.pdf,45,80,109.4,,,,,,,,
S-0067,2025-05-10,I-0067,B-2025-059,Freeform,Baculites compressus,B,Polished,Red/Green,4,Gallery,Gemstone Emporium,United Kingdom,Birmingham,Online,Instagram,2272,0,358,0,Credit Card,COA-000166,2025-11-13 00:00:00,N,,C:\Permits\EXP-9693.pdf,71,80,394.4,,,,,,,,
S-0068,2025-02-22,I-0068,B-2025-025,Freeform,Placenticeras intercalare,AA,Polished,Red/Green,2,Museum,Heritage Minerals,United Kingdom,Edinburgh,Wholesale,Email Campaign,3000,0,290,0,Credit Card,COA-000167,2025-09-19 00:00:00,N,,C:\Permits\EXP-6295.pdf,58,57,198.6,,,,,,,,
S-0069,2025-06-21,I-0069,B-2025-041,Freeform,Placenticeras meeki,AA,Coated,Rainbow,4,Retail Collector,Sarah Brown,United States,Chicago,Wholesale,Instagram,1774,0,358,0,Cheque,COA-000168,2025-11-18 00:00:00,N,,C:\Permits\EXP-2479.pdf,78,60,395.7,,,,,,,,
S-0070,2025-08-06,I-0070,B-2025-077,Freeform,Baculites compressus,AA,Polished,Purple/Green,4,Wholesaler,Artisan Stone Gallery,United States,Seattle,Online,Instagram,3000,0,231,0,Wire,COA-000169,2025-11-11 00:00:00,N,,C:\Permits\EXP-8199.pdf,123,49,260.8,,,,,,,,
S-0071,2025-06-09,I-0071,B-2025-067,Freeform,Baculites compressus,AA,Coated,Gold/Orange,3,Interior Designer,Jessica Jones,United States,Seattle,Wholesale,Google Ads,300,0,233,0,Cheque,COA-000170,2025-09-26 00:00:00,N,,C:\Permits\EXP-3463.pdf,92,68,439.4,,,,,,,,
S-0072,2025-07-17,I-0072,B-2025-011,Freeform,Baculites compressus,A,Coated,Rainbow,3,Wholesaler,Mineral Treasures,United States,Portland,Online,Email Campaign,2923,0,486,0,Cheque,COA-000171,2025-06-20 00:00:00,N,,C:\Permits\EXP-6928.pdf,124,75,164.5,,,,,,,,
S-0073,2025-09-04,I-0073,B-2025-047,Freeform,Placenticeras intercalare,AA,Polished,Gold/Orange,3,Interior Designer,Sarah Rodriguez,United Kingdom,Bristol,Wholesale,Partner,1038,0,251,0,Credit Card,COA-000172,2025-01-10 00:00:00,Y,Mountain Minerals,C:\Permits\EXP-3527.pdf,64,53,600,,,,,,,,
S-0074,2025-07-22,I-0074,B-2025-024,Freeform,Baculites compressus,A,Polished,Gold/Orange,6,Gallery,Fossil & Stone,United Kingdom,Edinburgh,Online,Google Ads,3000,0,345,0,EFT,COA-000173,2025-03-25 00:00:00,N,,C:\Permits\EXP-4178.pdf,45,77,282.1,,,,,,,,
S-0075,2025-07-03,I-0075,B-2025-087,Freeform,Baculites compressus,B,Coated,Gold/Orange,3,Museum,Gemstone Emporium,Canada,Ottawa,Online,Email Campaign,643,0,328,32,Credit Card,COA-000174,2025-07-08 00:00:00,N,,,104,78,583.1,,,,,,,,
S-0076,2025-05-03,I-0076,B-2025-011,Freeform,Placenticeras meeki,AA,Polished,Red/Green,4,Gallery,Natural History Museum,United Kingdom,Birmingham,Online,Google Ads,252,0,402,0,Wire,COA-000175,2025-05-26 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-6493.pdf,68,82,542.3,,,,,,,,
S-0077,2025-09-12,I-0077,B-2025-018,Freeform,Placenticeras meeki,AA,Coated,Blue/Green,6,Interior Designer,Maria Jones,Canada,Montreal,Online,Partner,483,0,310,24,PayPal,COA-000176,2025-03-16 00:00:00,N,,,100,82,407.7,,,,,,,,
S-0078,2025-10-21,I-0078,B-2025-007,Freeform,Placenticeras meeki,AA,Coated,Red/Green,1,Interior Designer,James Johnson,United States,Seattle,Wholesale,Referral,2489,0,349,0,Cheque,COA-000177,2025-03-04 00:00:00,N,,C:\Permits\EXP-9576.pdf,103,27,416,,,,,,,,
S-0079,2025-10-07,I-0079,B-2025-009,Freeform,Baculites compressus,A,Polished,Gold/Orange,4,Retail Collector,Ashley Davis,United States,New York,Wholesale,Referral,1501,0,234,0,Square,COA-000178,2025-07-04 00:00:00,N,,C:\Permits\EXP-6546.pdf,45,74,590.5,,,,,,,,
S-0080,2025-04-08,I-0080,B-2025-023,Freeform,Baculites compressus,A,Coated,Blue/Green,6,Retail Collector,James Thomas,Canada,Edmonton,Wholesale,Website,2164,0,303,108,EFT,COA-000179,2025-11-26 00:00:00,N,,,57,33,458,,,,,,,,
S-0081,2025-07-17,I-0081,B-2025-061,Freeform,Placenticeras intercalare,AAA,Polished,Multicolor,3,Gallery,Crystal Palace Gallery,United States,Los Angeles,Wholesale,Google Ads,2671,0,425,0,Credit Card,COA-000180,2025-10-06 00:00:00,N,,C:\Permits\EXP-2353.pdf,46,67,236.6,,,,,,,,
S-0082,2025-08-28,I-0082,B-2025-011,Freeform,Placenticeras intercalare,A,Polished,Multicolor,5,Gallery,Crystal Palace Gallery,United Kingdom,Edinburgh,Wholesale,Trade Show,3000,0,428,0,Square,COA-000181,2025-08-06 00:00:00,N,,C:\Permits\EXP-6776.pdf,81,38,140,,,,,,,,
S-0083,2025-05-24,I-0083,B-2025-056,Freeform,Placenticeras intercalare,A,Polished,Rainbow,1,Retail Collector,Jennifer Smith,United Kingdom,Edinburgh,Online,Partner,3000,0,273,0,Cheque,COA-000182,2025-11-11 00:00:00,N,,C:\Permits\EXP-7272.pdf,121,76,281.7,,,,,,,,
S-0084,2025-04-07,I-0084,B-2025-005,Freeform,Baculites compressus,AA,Coated,Multicolor,3,Gallery,Artisan Stone Gallery,United Kingdom,Birmingham,Online,Email Campaign,2525,0,360,0,Wire,COA-000183,2025-10-18 00:00:00,N,,C:\Permits\EXP-7340.pdf,96,34,387,,,,,,,,
S-0085,2025-07-20,I-0085,B-2025-016,Freeform,Placenticeras intercalare,A,Coated,Purple/Green,2,Retail Collector,Ashley Rodriguez,United Kingdom,Edinburgh,Wholesale,Email Campaign,571,0,288,0,PayPal,COA-000184,2025-10-15 00:00:00,N,,C:\Permits\EXP-9882.pdf,76,87,200.1,,,,,,,,
S-0086,2025-05-04,I-0086,B-2025-039,Freeform,Placenticeras meeki,A,Polished,Purple/Green,3,Interior Designer,James Garcia,United States,Denver,Online,Website,815,0,213,0,Square,COA-000185,2025-05-29 00:00:00,Y,Mountain Minerals,C:\Permits\EXP-8842.pdf,68,40,592.6,,,,,,,,
S-0087,2025-07-06,I-0087,B-2025-053,Freeform,Placenticeras intercalare,A,Polished,Multicolor,2,Gallery,Mineral Treasures,United Kingdom,Bristol,Wholesale,Website,3000,0,265,0,Square,COA-000186,2025-09-27 00:00:00,N,,C:\Permits\EXP-9488.pdf,122,34,325,,,,,,,,
S-0088,2025-09-16,I-0088,B-2025-039,Freeform,Placenticeras meeki,AA,Polished,Purple/Green,3,Interior Designer,Maria Smith,United Kingdom,Birmingham,Online,Website,3000,0,264,0,Credit Card,COA-000187,2025-03-20 00:00:00,N,,C:\Permits\EXP-6531.pdf,76,35,225.3,,,,,,,,
S-0089,2025-05-28,I-0089,B-2025-006,Freeform,Placenticeras meeki,AAA,Coated,Blue/Green,6,Museum,Stone & Crystal Co,United Kingdom,Birmingham,Wholesale,Google Ads,254,0,348,0,EFT,COA-000188,2025-10-16 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-3589.pdf,113,78,409.1,,,,,,,,
S-0090,2025-09-09,I-0090,B-2025-054,Freeform,Placenticeras intercalare,A,Coated,Blue/Green,5,Retail Collector,James Johnson,United Kingdom,Bristol,Wholesale,Instagram,1581,0,389,0,PayPal,COA-000189,2025-08-14 00:00:00,N,,C:\Permits\EXP-3308.pdf,80,65,467.1,,,,,,,,
S-0091,2025-05-27,I-0091,B-2025-007,Freeform,Placenticeras intercalare,B,Coated,Blue/Green,2,Museum,Golden Leaf Gallery,United States,Los Angeles,Online,Trade Show,497,0,439,0,Credit Card,COA-000190,2025-02-19 00:00:00,N,,C:\Permits\EXP-4944.pdf,81,65,194.9,,,,,,,,
S-0092,2025-05-28,I-0092,B-2025-075,Freeform,Placenticeras intercalare,AAA,Coated,Purple/Green,4,Wholesaler,Natural History Museum,United States,Portland,Wholesale,Instagram,111,0,268,0,EFT,COA-000191,2025-04-21 00:00:00,Y,Alberta Ammonites,C:\Permits\EXP-4189.pdf,123,85,242.9,,,,,,,,
S-0093,2025-07-18,I-0093,B-2025-071,Freeform,Placenticeras intercalare,AAA,Coated,Multicolor,5,Gallery,Stone & Crystal Co,United Kingdom,Birmingham,Wholesale,Website,626,0,373,0,Square,COA-000192,2025-07-05 00:00:00,Y,Ammolite Guild,C:\Permits\EXP-6456.pdf,119,40,164.3,,,,,,,,
S-0094,2025-11-04,I-0094,B-2025-067,Freeform,Placenticeras intercalare,AAA,Polished,Purple/Green,3,Interior Designer,Robert Wilson,United Kingdom,Bristol,Wholesale,Trade Show,3000,96,372,0,Square,COA-000193,2025-08-31 00:00:00,N,,C:\Permits\EXP-2795.pdf,80,45,296.5,,,,,,,,
S-0095,2025-05-08,I-0095,B-2025-075,Freeform,Placenticeras intercalare,A,Polished,Gold/Orange,5,Museum,Mineral Treasures,United Kingdom,Bristol,Online,Instagram,3000,0,468,0,Credit Card,COA-000194,2025-08-02 00:00:00,N,,C:\Permits\EXP-2800.pdf,73,54,460.7,,,,,,,,
S-0096,2025-02-08,I-0096,B-2025-003,Freeform,Placenticeras intercalare,AA,Polished,Rainbow,4,Interior Designer,James Rodriguez,United Kingdom,Manchester,Wholesale,Website,3000,0,270,0,EFT,COA-000195,2025-04-08 00:00:00,N,,C:\Permits\EXP-3837.pdf,66,77,350.9,,,,,,,,
S-0097,2025-05-09,I-0097,B-2025-069,Freeform,Placenticeras intercalare,A,Coated,Gold/Orange,5,Museum,Gemstone Emporium,United Kingdom,Manchester,Wholesale,Google Ads,1373,0,347,0,Credit Card,COA-000196,2025-08-24 00:00:00,N,,C:\Permits\EXP-5480.pdf,64,56,239.5,,,,,,,,
S-0098,2025-09-24,I-0098,B-2025-016,Freeform,Baculites compressus,A,Coated,Multicolor,4,Museum,Stone & Crystal Co,United Kingdom,Birmingham,Online,Partner,3000,0,426,0,Credit Card,COA-000197,2025-05-28 00:00:00,N,,C:\Permits\EXP-5450.pdf,58,62,121,,,,,,,,
S-0099,2025-05-31,I-0099,B-2025-014,Freeform,Baculites compressus,A,Polished,Red/Green,2,Retail Collector,Jessica Anderson,United Kingdom,Edinburgh,Online,Instagram,333,0,369,0,Credit Card,COA-000198,2025-03-12 00:00:00,N,,C:\Permits\EXP-3587.pdf,125,53,419,,,,,,,,
S-0100,2025-10-25,I-0100,B-2025-084,Freeform,Placenticeras intercalare,A,Polished,Multicolor,3,Gallery,Natural History Museum,United Kingdom,London,Online,Instagram,549,186,318,0,EFT,COA-000199,2025-07-28 00:00:00,N,,C:\Permits\EXP-4052.pdf,76,32,554,,,,,,,,
S-0101,2025-04-09,I-0101,B-2025-005,Freeform,Placenticeras meeki,AA,Polished,Multicolor,3,Wholesaler,Mineral Treasures,Canada,Calgary,Wholesale,Email Campaign,909,0,339,45,PayPal,COA-000200,2025-05-29 00:00:00,N,,,98,88,544.6,,,,,,,,
S-0102,2025-09-20,I-0102,B-2025-095,Freeform,Placenticeras intercalare,A,Polished,Purple/Green,2,Gallery,Mineral Treasures,United Kingdom,London,Wholesale,Google Ads,2721,0,405,0,Wire,COA-000201,2025-01-08 00:00:00,Y,Mountain Minerals,C:\Permits\EXP-4858.pdf,121,76,513.5,,,,,,,,
S-0103,2025-09-09,I-0103,B-2025-097,Freeform,Placenticeras intercalare,B,Coated,Rainbow,5,Museum,Earth Arts Gallery,United Kingdom,London,Online,Trade Show,1232,0,231,0,Cheque,COA-000202,2025-08-17 00:00:00,N,,C:\Permits\EXP-6095.pdf,113,26,230.8,,,,,,,,
S-0104,2025-05-24,I-0104,B-2025-016,Freeform,Baculites compressus,B,Coated,Purple/Green,3,Interior Designer,Amanda Garcia,United States,Portland,Online,Partner,1490,0,391,0,Wire,COA-000203,2025-12-20 00:00:00,N,,C:\Permits\EXP-2341.pdf,68,53,578.7,,,,,,,,
S-0105,2025-04-22,I-0105,B-2025-058,Freeform,Baculites compressus,A,Polished,Red/Green,5,Retail Collector,Jessica Johnson,United Kingdom,Edinburgh,Wholesale,Instagram,3000,0,367,0,Credit Card,COA-000204,2025-09-27 00:00:00,N,,C:\Permits\EXP-1911.pdf,47,89,201.1,,,,,,,,
S-0106,2025-03-01,I-0106,B-2025-017,Freeform,Baculites compressus,AA,Polished,Gold/Orange,5,Wholesaler,Artisan Stone Gallery,Canada,Toronto,Online,Instagram,102,75,237,1,EFT,COA-000205,2025-08-21 00:00:00,Y,Mountain Minerals,,79,27,298,,,,,,,,
S-0107,2025-01-02,I-0107,B-2025-099,Freeform,Placenticeras meeki,A,Coated,Gold/Orange,3,Retail Collector,Jennifer Martinez,United Kingdom,Birmingham,Wholesale,Website,2817,0,268,0,Wire,COA-000206,2025-04-03 00:00:00,N,,C:\Permits\EXP-4648.pdf,97,73,287.8,,,,,,,,
S-0108,2025-10-31,I-0108,B-2025-097,Freeform,Placenticeras meeki,B,Coated,Rainbow,6,Gallery,Artisan Stone Gallery,Canada,Vancouver,Online,Partner,835,0,377,41,Cheque,COA-000207,2025-01-02 00:00:00,N,,,109,79,366,,,,,,,,
S-0109,2025-09-11,I-0109,B-2025-031,Freeform,Placenticeras meeki,AAA,Polished,Purple/Green,4,Gallery,Fossil & Stone,Canada,Calgary,Wholesale,Referral,3000,0,476,150,Cheque,COA-000208,2025-01-09 00:00:00,N,,,46,56,470.3,,,,,,,,
S-0110,2025-05-20,I-0110,B-2025-077,Freeform,Baculites compressus,A,Polished,Blue/Green,3,Interior Designer,Robert Chen,United Kingdom,Edinburgh,Wholesale,Email Campaign,1553,0,289,0,Cheque,COA-000209,2025-10-23 00:00:00,N,,C:\Permits\EXP-9592.pdf,124,53,306.8,,,,,,,,
S-0111,2025-02-06,I-0111,B-2025-090,Freeform,Placenticeras intercalare,AA,Coated,Blue/Green,4,Museum,Natural History Museum,Canada,Montreal,Online,Trade Show,1158,0,437,57,Wire,COA-000210,2025-06-13 00:00:00,N,,,108,85,220.5,,,,,,,,
S-0112,2025-06-09,I-0112,B-2025-083,Freeform,Placenticeras meeki,B,Coated,Purple/Green,1,Interior Designer,Thomas Rodriguez,Canada,Edmonton,Online,Trade Show,1896,174,220,86,Wire,COA-000211,2025-06-19 00:00:00,N,,,64,31,234.2,,,,,,,,
S-0113,2025-01-09,I-0113,B-2025-039,Freeform,Placenticeras meeki,AA,Polished,Red/Green,6,Wholesaler,Natural History Museum,United Kingdom,Birmingham,Wholesale,Website,3000,0,322,0,Cheque,COA-000212,2025-06-20 00:00:00,N,,C:\Permits\EXP-5285.pdf,101,56,447.8,,,,,,,,
S-0114,2025-08-21,I-0114,B-2025-066,Freeform,Placenticeras intercalare,A,Coated,Blue/Green,3,Interior Designer,William Wilson,United States,Denver,Wholesale,Google Ads,2330,0,208,0,Wire,COA-000213,2025-07-04 00:00:00,N,,C:\Permits\EXP-4768.pdf,87,65,307,,,,,,,,
S-0115,2025-04-09,I-0115,B-2025-073,Freeform,Placenticeras meeki,A,Coated,Gold/Orange,3,Interior Designer,Jessica Chen,United States,New York,Online,Partner,1477,0,479,0,Square,COA-000214,2025-07-14 00:00:00,N,,C:\Permits\EXP-1794.pdf,122,87,330.4,,,,,,,,
S-0116,2025-05-27,I-0116,B-2025-053,Freeform,Placenticeras meeki,A,Polished,Rainbow,1,Retail Collector,Sarah Martinez,United Kingdom,Edinburgh,Wholesale,Instagram,2300,0,447,0,Square,COA-000215,2025-01-04 00:00:00,N,,C:\Permits\EXP-5501.pdf,59,26,209.4,,,,,,,,
S-0117,2025-10-31,I-0117,B-2025-037,Freeform,Placenticeras meeki,A,Coated,Red/Green,2,Retail Collector,James Jones,United States,Chicago,Wholesale,Website,2445,0,381,0,Wire,COA-000216,2025-10-02 00:00:00,N,,C:\Permits\EXP-4700.pdf,52,44,220.5,,,,,,,,
S-0118,2025-07-27,I-0118,B-2025-088,Freeform,Placenticeras meeki,A,Polished,Gold/Orange,1,Museum,Gemstone Emporium,Canada,Toronto,Online,Website,334,0,287,16,Square,COA-000217,2025-06-03 00:00:00,N,,,88,73,376.4,,,,,,,,
S-0119,2025-05-11,I-0119,B-2025-073,Freeform,Placenticeras intercalare,AA,Polished,Multicolor,6,Museum,Artisan Stone Gallery,Canada,Ottawa,Wholesale,Referral,2308,0,500,115,Credit Card,COA-000218,2025-12-21 00:00:00,N,,,109,29,189.7,,,,,,,,
S-0120,2025-06-01,I-0120,B-2025-087,Freeform,Baculites compressus,AA,Polished,Rainbow,6,Wholesaler,Heritage Minerals,Canada,Calgary,Wholesale,Partner,2528,0,423,126,PayPal,COA-000219,2025-07-19 00:00:00,Y,Prairie Fossils,,50,89,472.7,,,,,,,,
S-0121,2025-02-23,I-0121,B-2025-063,Freeform,Placenticeras meeki,AA,Coated,Blue/Green,4,Gallery,Natural History Museum,Canada,Vancouver,Online,Email Campaign,3000,0,237,150,EFT,COA-000220,2025-08-19 00:00:00,N,,,114,73,142.8,,,,,,,,
S-0122,2025-04-30,I-0122,B-2025-012,Freeform,Placenticeras meeki,B,Coated,Multicolor,3,Retail Collector,Sarah Smith,United Kingdom,Edinburgh,Wholesale,Website,1347,0,484,0,Square,COA-000221,2025-02-24 00:00:00,N,,C:\Permits\EXP-6315.pdf,53,41,143.6,,,,,,,,
S-0123,2025-06-10,I-0123,B-2025-002,Freeform,Placenticeras intercalare,AA,Polished,Purple/Green,6,Gallery,Artisan Stone Gallery,United States,Chicago,Online,Trade Show,1283,0,354,0,PayPal,COA-000222,2025-07-17 00:00:00,N,,C:\Permits\EXP-8933.pdf,71,46,442.7,,,,,,,,
S-0124,2025-04-26,I-0124,B-2025-047,Freeform,Placenticeras intercalare,B,Coated,Purple/Green,5,Wholesaler,Crystal Palace Gallery,United Kingdom,Edinburgh,Wholesale,Trade Show,1050,0,370,0,Cheque,COA-000223,2025-02-09 00:00:00,N,,C:\Permits\EXP-3230.pdf,65,83,153.5,,,,,,,,
S-0125,2025-03-16,I-0125,B-2025-042,Freeform,Baculites compressus,B,Polished,Multicolor,4,Museum,Earth Arts Gallery,Canada,Vancouver,Wholesale,Google Ads,1286,0,494,64,Square,COA-000224,2025-06-03 00:00:00,N,,,62,75,584.4,,,,,,,,
S-0126,2025-04-23,I-0126,B-2025-076,Freeform,Baculites compressus,AA,Polished,Gold/Orange,6,Wholesaler,Stone & Crystal Co,Canada,Ottawa,Wholesale,Email Campaign,3000,0,455,150,Wire,COA-000225,2025-04-13 00:00:00,N,,,66,81,498.8,,,,,,,,
S-0127,2025-04-14,I-0127,B-2025-010,Freeform,Placenticeras intercalare,B,Coated,Gold/Orange,5,Interior Designer,William Rodriguez,United States,Portland,Online,Instagram,2335,0,218,0,Wire,COA-000226,2025-07-13 00:00:00,N,,C:\Permits\EXP-6816.pdf,108,89,561.7,,,,,,,,
S-0128,2025-09-11,I-0128,B-2025-083,Freeform,Baculites compressus,AAA,Coated,Gold/Orange,3,Gallery,Crystal Palace Gallery,United Kingdom,Bristol,Wholesale,Trade Show,1234,0,485,0,EFT,COA-000227,2025-03-27 00:00:00,N,,C:\Permits\EXP-9199.pdf,53,26,149.3,,,,,,,,
S-0129,2025-08-15,I-0129,B-2025-045,Freeform,Placenticeras meeki,A,Coated,Red/Green,4,Museum,Artisan Stone Gallery,United States,Los Angeles,Wholesale,Email Campaign,1505,0,466,0,Cheque,COA-000228,2025-03-19 00:00:00,N,,C:\Permits\EXP-2100.pdf,54,43,274.2,,,,,,,,
S-0130,2025-04-22,I-0130,B-2025-006,Freeform,Baculites compressus,AAA,Coated,Red/Green,6,Gallery,Natural History Museum,United States,Chicago,Online,Referral,3000,0,486,0,Cheque,COA-000229,2025-06-03 00:00:00,N,,C:\Permits\EXP-7481.pdf,61,56,358,,,,,,,,
S-0131,2025-04-09,I-0131,B-2025-095,Freeform,Baculites compressus,B,Coated,Gold/Orange,5,Gallery,Gemstone Emporium,Canada,Montreal,Wholesale,Referral,722,0,495,36,EFT,COA-000230,2025-01-15 00:00:00,Y,Mountain Minerals,,89,25,452.4,,,,,,,,
S-0132,2025-06-02,I-0132,B-2025-082,Freeform,Placenticeras intercalare,A,Coated,Red/Green,5,Wholesaler,Artisan Stone Gallery,United Kingdom,Manchester,Online,Google Ads,2784,0,243,0,Square,COA-000231,2025-09-28 00:00:00,N,,C:\Permits\EXP-3316.pdf,84,70,522.8,,,,,,,,
S-0133,2025-07-13,I-0133,B-2025-050,Freeform,Placenticeras intercalare,A,Coated,Blue/Green,4,Interior Designer,Sarah Taylor,United States,Chicago,Wholesale,Instagram,2126,0,295,0,EFT,COA-000232,2025-09-19 00:00:00,Y,Mountain Minerals,C:\Permits\EXP-9281.pdf,102,47,377.5,,,,,,,,
S-0134,2025-11-06,I-0134,B-2025-064,Freeform,Placenticeras intercalare,A,Coated,Gold/Orange,6,Interior Designer,Emma Patel,United States,New York,Wholesale,Website,198,0,216,0,Cheque,COA-000233,2025-12-01 00:00:00,N,,C:\Permits\EXP-9115.pdf,102,46,141.3,,,,,,,,
S-0135,2025-06-12,I-0135,B-2025-066,Freeform,Placenticeras meeki,A,Coated,Multicolor,5,Gallery,Earth Arts Gallery,Canada,Ottawa,Online,Trade Show,2005,0,417,100,PayPal,COA-000234,2025-10-09 00:00:00,N,,,109,30,480,,,,,,,,
S-0136,2025-07-27,I-0136,B-2025-057,Freeform,Placenticeras meeki,A,Polished,Rainbow,2,Gallery,Stone & Crystal Co,United Kingdom,Manchester,Online,Website,3000,0,284,0,PayPal,COA-000235,2025-02-14 00:00:00,N,,C:\Permits\EXP-9827.pdf,115,69,530.5,,,,,,,,
S-0137,2025-06-18,I-0137,B-2025-042,Freeform,Baculites compressus,AA,Coated,Rainbow,5,Gallery,Mineral Treasures,United Kingdom,Manchester,Wholesale,Partner,2154,0,264,0,Wire,COA-000236,2025-03-28 00:00:00,N,,C:\Permits\EXP-7434.pdf,52,42,581.4,,,,,,,,
S-0138,2025-06-10,I-0138,B-2025-019,Freeform,Baculites compressus,A,Coated,Gold/Orange,4,Interior Designer,Sarah Taylor,United States,Los Angeles,Online,Email Campaign,1230,0,432,0,EFT,COA-000237,2025-09-08 00:00:00,N,,C:\Permits\EXP-6869.pdf,49,36,301.4,,,,,,,,
S-0139,2025-03-09,I-0139,B-2025-069,Freeform,Placenticeras intercalare,AA,Coated,Gold/Orange,2,Wholesaler,Golden Leaf Gallery,United Kingdom,Edinburgh,Online,Instagram,1557,160,266,0,Cheque,COA-000238,2025-02-02 00:00:00,N,,C:\Permits\EXP-8529.pdf,74,66,514.2,,,,,,,,
S-0140,2025-10-16,I-0140,B-2025-016,Freeform,Placenticeras meeki,AA,Polished,Blue/Green,4,Gallery,Golden Leaf Gallery,Canada,Vancouver,Wholesale,Email Campaign,1859,0,328,92,PayPal,COA-000239,2025-01-09 00:00:00,N,,,56,63,179.5,,,,,,,,
S-0141,2025-10-04,I-0141,B-2025-055,Freeform,Baculites compressus,AAA,Polished,Blue/Green,1,Wholesaler,Artisan Stone Gallery,Canada,Ottawa,Wholesale,Email Campaign,1522,0,204,76,Wire,COA-000240,2025-04-30 00:00:00,N,,,101,34,166.3,,,,,,,,
S-0142,2025-10-31,I-0142,B-2025-050,Freeform,Placenticeras meeki,A,Polished,Multicolor,1,Retail Collector,William Rodriguez,United Kingdom,Bristol,Online,Trade Show,714,0,235,0,PayPal,COA-000241,2025-04-28 00:00:00,N,,C:\Permits\EXP-3480.pdf,87,63,168.6,,,,,,,,
S-0143,2025-05-15,I-0143,B-2025-079,Freeform,Baculites compressus,AA,Polished,Red/Green,1,Wholesaler,Artisan Stone Gallery,Canada,Edmonton,Online,Website,2238,0,361,111,Credit Card,COA-000242,2025-07-30 00:00:00,N,,,57,40,394.8,,,,,,,,
S-0144,2025-07-14,I-0144,B-2025-037,Freeform,Baculites compressus,AAA,Coated,Purple/Green,2,Retail Collector,David Garcia,United States,Chicago,Online,Website,2031,0,322,0,Square,COA-000243,2025-11-08 00:00:00,N,,C:\Permits\EXP-6185.pdf,117,90,194.3,,,,,,,,
S-0145,2025-05-08,I-0145,B-2025-050,Freeform,Baculites compressus,AA,Polished,Red/Green,4,Interior Designer,Ashley Jones,United Kingdom,Birmingham,Wholesale,Email Campaign,1480,0,403,0,EFT,COA-000244,2025-03-09 00:00:00,Y,Alberta Ammonites,C:\Permits\EXP-9808.pdf,42,33,106.9,,,,,,,,
S-0146,2025-02-02,I-0146,B-2025-020,Freeform,Placenticeras intercalare,AAA,Polished,Blue/Green,5,Gallery,Golden Leaf Gallery,United Kingdom,Edinburgh,Online,Instagram,3000,0,358,0,EFT,COA-000245,2025-11-12 00:00:00,Y,Alberta Ammonites,C:\Permits\EXP-1901.pdf,59,66,295.4,,,,,,,,
S-0147,2025-06-25,I-0147,B-2025-086,Freeform,Baculites compressus,A,Polished,Red/Green,1,Gallery,Earth Arts Gallery,Canada,Vancouver,Online,Partner,1764,0,332,88,Square,COA-000246,2025-06-08 00:00:00,N,,,57,26,181.9,,,,,,,,
S-0148,2025-01-22,I-0148,B-2025-035,Freeform,Baculites compressus,AAA,Polished,Gold/Orange,4,Interior Designer,Jessica Wilson,United States,Seattle,Online,Referral,3000,0,280,0,Cheque,COA-000247,2025-08-08 00:00:00,N,,C:\Permits\EXP-1721.pdf,105,71,127.7,,,,,,,,
S-0149,2025-08-26,I-0149,B-2025-032,Freeform,Placenticeras meeki,A,Coated,Blue/Green,2,Wholesaler,Artisan Stone Gallery,Canada,Montreal,Online,Referral,1007,0,338,50,Wire,COA-000248,2025-01-07 00:00:00,N,,,44,78,212.3,,,,,,,,
S-0150,2025-06-07,I-0150,B-2025-052,Freeform,Placenticeras meeki,B,Coated,Multicolor,3,Gallery,Crystal Palace Gallery,United Kingdom,Bristol,Wholesale,Website,646,94,355,0,EFT,COA-000249,2025-01-24 00:00:00,N,,C:\Permits\EXP-4201.pdf,51,83,104,,,,,,,,
S-0151,2025-02-07,I-0151,B-2025-098,Freeform,Placenticeras meeki,AA,Coated,Blue/Green,1,Wholesaler,Artisan Stone Gallery,United Kingdom,Edinburgh,Online,Website,2991,0,200,0,Wire,COA-000250,2025-10-07 00:00:00,N,,C:\Permits\EXP-1981.pdf,109,69,418,,,,,,,,
S-0152,2025-08-18,I-0152,B-2025-092,Freeform,Placenticeras intercalare,AAA,Polished,Gold/Orange,5,Museum,Artisan Stone Gallery,Canada,Ottawa,Online,Trade Show,743,0,458,37,Cheque,COA-000251,2025-03-14 00:00:00,N,,,87,83,587.3,,,,,,,,
